feature,source,
S_DO_CLAUSAL_OBJECTS_USUALLY_OCCUR_IN_THE_SAME_POSITION_AS_NOMINAL_OBJECTS?,grambank,
S_IS_THE_ORDER_OF_CORE_ARGUMENT_(I.E._S/A/P)_CONSTITUENTS_FIXED?,grambank,
M_CAN_STANDARD_NEGATION_BE_MARKED_CLAUSE-FINALLY?,grambank,
M_CAN_STANDARD_NEGATION_BE_MARKED_CLAUSE-INITIALLY?,grambank,
S_IS_THERE_A_DIFFERENCE_BETWEEN_IMPERATIVE_(PROHIBITIVE)_AND_DECLARATIVE_NEGATION_CONSTRUCTIONS?,grambank,
"S_IS_VERBAL_PREDICATION_MARKED_BY_THE_SAME_NEGATOR_AS_ALL_OF_THE_FOLLOWING_TYPES_OF_PREDICATION:_LOCATIONAL,_EXISTENTIAL_AND_NOMINAL?",grambank,
S_IS_THERE_A_MORPHO-SYNTACTIC_DISTINCTION_BETWEEN_PREDICATES_EXPRESSING_CONTROLLED_VERSUS_UNCONTROLLED_EVENTS_OR_STATES?,grambank,
M_IS_THERE_A_MORPHOLOGICAL_PASSIVE_MARKED_ON_THE_LEXICAL_VERB?,grambank,
M_IS_THERE_A_MORPHOLOGICAL_ANTIPASSIVE_MARKED_ON_THE_LEXICAL_VERB?,grambank,
M_IS_THERE_A_MORPHOLOGICALLY_MARKED_INVERSE_ON_VERBS?,grambank,
S_IS_THERE_CLAUSE_CHAINING?,grambank,
"M_IS_THERE_AN_OVERT_VERB_MARKER_DEDICATED_TO_SIGNALLING_COREFERENCE_OR_NONCOREFERENCE_BETWEEN_THE_SUBJECT_OF_ONE_CLAUSE_AND_AN_ARGUMENT_OF_AN_ADJACENT_CLAUSE_(""SWITCH_REFERENCE"")?",grambank,
M_IS_THERE_A_MORPHOLOGICALLY_MARKED_DISTINCTION_BETWEEN_SIMULTANEOUS_AND_SEQUENTIAL_CLAUSES?,grambank,
M_ARE_CAUSATIVES_FORMED_BY_AFFIXES_OR_CLITICS_ON_VERBS?,grambank,
S_IS_THERE_A_CAUSATIVE_CONSTRUCTION_INVOLVING_AN_ELEMENT_THAT_IS_UNMISTAKABLY_GRAMMATICALIZED_FROM_A_VERB_FOR_'TO_SAY'?,grambank,
M_ARE_VERBS_REDUPLICATED?,grambank,
M_ARE_NOUNS_REDUPLICATED?,grambank,
M_ARE_ELEMENTS_APART_FROM_VERBS_OR_NOUNS_REDUPLICATED?,grambank,
M_IS_THERE_PRODUCTIVE_MORPHOLOGICAL_TRIAL_MARKING_ON_NOUNS?,grambank,
M_IS_THERE_PRODUCTIVE_MORPHOLOGICAL_PAUCAL_MARKING_ON_NOUNS?,grambank,
S_IS_THERE_A_LOGOPHORIC_PRONOUN?,grambank,
S_CAN_AN_ADNOMINAL_PROPERTY_WORD_AGREE_WITH_THE_NOUN_IN_GENDER/NOUN_CLASS?,grambank,
S_CAN_AN_ADNOMINAL_DEMONSTRATIVE_AGREE_WITH_THE_NOUN_IN_GENDER/NOUN_CLASS?,grambank,
S_CAN_AN_ARTICLE_AGREE_WITH_THE_NOUN_IN_GENDER/NOUN_CLASS?,grambank,
"S_CAN_THE_VERB_CARRY_A_MARKER_OF_ANIMACY_OF_ARGUMENT,_UNRELATED_TO_ANY_GENDER/NOUN_CLASS_OF_THE_ARGUMENT_VISIBLE_IN_THE_NP_DOMAIN?",grambank,
S_CAN_AN_ADNOMINAL_PROPERTY_WORD_AGREE_WITH_THE_NOUN_IN_NUMBER?,grambank,
S_CAN_AN_ADNOMINAL_DEMONSTRATIVE_AGREE_WITH_THE_NOUN_IN_NUMBER?,grambank,
S_CAN_AN_ARTICLE_AGREE_WITH_THE_NOUN_IN_NUMBER?,grambank,
M_IS_THERE_ANY_PRODUCTIVE_DIMINUTIVE_MARKING_ON_THE_NOUN_(EXCLUDE_MARKING_BY_SYSTEM_OF_NOMINAL_CLASSIFICATION_ONLY)?,grambank,
M_IS_THERE_ANY_PRODUCTIVE_AUGMENTATIVE_MARKING_ON_THE_NOUN_(EXCLUDE_MARKING_BY_SYSTEM_OF_NOMINAL_CLASSIFICATION_ONLY)?,grambank,
M_IS_THERE_A_GENDER_SYSTEM_WHERE_A_NOUN'S_PHONOLOGICAL_PROPERTIES_ARE_A_FACTOR_IN_CLASS_ASSIGNMENT?,grambank,
S_WHAT_IS_THE_ORDER_OF_ADNOMINAL_PROPERTY_WORD_AND_NOUN?_ANM_-_N,grambank,
S_WHAT_IS_THE_ORDER_OF_ADNOMINAL_PROPERTY_WORD_AND_NOUN?_N_-_ANM,grambank,
M_IS_THERE_A_MALE/FEMALE_DISTINCTION_IN_2ND_PERSON_INDEPENDENT_PRONOUNS?,grambank,
M_IS_THERE_A_MALE/FEMALE_DISTINCTION_IN_1ST_PERSON_INDEPENDENT_PRONOUNS?,grambank,
M_CAN_AN_ADNOMINAL_NUMERAL_AGREE_WITH_THE_NOUN_IN_GENDER/NOUN_CLASS?,grambank,
S_WHAT_IS_THE_ORDER_OF_THE_ADNOMINAL_COLLECTIVE_UNIVERSAL_QUANTIFIER_('ALL')_AND_THE_NOUN?_UQ-N,grambank,
S_WHAT_IS_THE_ORDER_OF_THE_ADNOMINAL_COLLECTIVE_UNIVERSAL_QUANTIFIER_('ALL')_AND_THE_NOUN?_N-UQ,grambank,
S_DO_COLLECTIVE_('ALL')_AND_DISTRIBUTIVE_('EVERY')_UNIVERSAL_QUANTIFIERS_DIFFER_IN_THEIR_FORMS_OR_THEIR_SYNTACTIC_POSITIONS?,grambank,
S_CAN_PREDICATIVE_POSSESSION_BE_EXPRESSED_WITH_A_TRANSITIVE_'HABEO'_VERB?,grambank,
S_CAN_PREDICATIVE_POSSESSION_BE_EXPRESSED_WITH_AN_S-LIKE_POSSESSUM_AND_A_LOCATIVE-CODED_POSSESSOR?,grambank,
S_CAN_PREDICATIVE_POSSESSION_BE_EXPRESSED_WITH_AN_S-LIKE_POSSESSUM_AND_A_DATIVE-CODED_POSSESSOR?,grambank,
S_CAN_PREDICATIVE_POSSESSION_BE_EXPRESSED_WITH_AN_S-LIKE_POSSESSUM_AND_A_POSSESSOR_THAT_IS_CODED_LIKE_AN_ADNOMINAL_POSSESSOR?,grambank,
S_CAN_PREDICATIVE_POSSESSION_BE_EXPRESSED_WITH_AN_S-LIKE_POSSESSOR_AND_A_POSSESSUM_THAT_IS_CODED_LIKE_A_COMITATIVE_ARGUMENT?,grambank,
S_CAN_POLAR_INTERROGATION_BE_MARKED_BY_INTONATION_ONLY?,grambank,"Honestly, this is more under Pragmatics, which is a separate feature of a language from Syntax, Morphology, or Semantics. I'm not sure how to categorize it or if we should even include it. Maybe S. "
S_CAN_POLAR_INTERROGATION_BE_INDICATED_BY_A_SPECIAL_WORD_ORDER?,grambank,
S_IS_THERE_A_CLAUSE-INITIAL_POLAR_INTERROGATIVE_PARTICLE?,grambank,
S_IS_THERE_A_CLAUSE-FINAL_POLAR_INTERROGATIVE_PARTICLE?,grambank,
S_IS_THERE_A_POLAR_INTERROGATIVE_PARTICLE_THAT_MOST_COMMONLY_OCCURS_NEITHER_CLAUSE-INITIALLY_NOR_CLAUSE-FINALLY?,grambank,
"S_IS_THERE_A_COMPARATIVE_CONSTRUCTION_THAT_INCLUDES_A_FORM_THAT_ELSEWHERE_MEANS_'SURPASS,_EXCEED'?",grambank,
S_IS_THERE_A_COMPARATIVE_CONSTRUCTION_THAT_EMPLOYS_A_MARKER_OF_THE_STANDARD_WHICH_ELSEWHERE_HAS_A_LOCATIONAL_MEANING?,grambank,
S_CAN_COMPARATIVES_BE_EXPRESSED_USING_TWO_CONJOINED_CLAUSES?,grambank,
S_IS_THERE_A_COMPARATIVE_CONSTRUCTION_WITH_A_STANDARD_MARKER_THAT_ELSEWHERE_HAS_NEITHER_A_LOCATIONAL_MEANING_NOR_A_'SURPASS/EXCEED'_MEANING?,grambank,
S_IS_THERE_A_BOUND_COMPARATIVE_DEGREE_MARKER_ON_THE_PROPERTY_WORD_IN_A_COMPARATIVE_CONSTRUCTION?,grambank,"Although the question involve both morphology and syntax, the emphasis on the comparative construction makes syntax the more relevant category."
S_IS_THERE_A_NON-BOUND_COMPARATIVE_DEGREE_MARKER_MODIFYING_THE_PROPERTY_WORD_IN_A_COMPARATIVE_CONSTRUCTION?,grambank,
S_CAN_POLAR_INTERROGATION_BE_MARKED_BY_A_QUESTION_PARTICLE_AND_VERBAL_MORPHOLOGY?,grambank,
S_CAN_POLAR_INTERROGATION_BE_INDICATED_BY_OVERT_VERBAL_MORPHOLOGY_ONLY?,grambank,
S_CAN_POLAR_INTERROGATION_BE_MARKED_BY_TONE?,grambank,
M_IS_THERE_A_PHONOLOGICALLY_OR_MORPHOSYNTACTICALLY_DEFINABLE_CLASS_OF_IDEOPHONES_THAT_INCLUDES_IDEOPHONES_DEPICTING_IMAGERY_BEYOND_SOUND?,grambank,
S_CAN_POLAR_INTERROGATION_BE_INDICATED_BY_A_V-NOT-V_CONSTRUCTION?,grambank,
"S_CAN_STANDARD_NEGATION_BE_MARKED_BY_AN_INFLECTING_WORD_(""AUXILIARY_VERB"")?",grambank,
"S_CAN_STANDARD_NEGATION_BE_MARKED_BY_A_NON-INFLECTING_WORD_(""AUXILIARY_PARTICLE"")?",grambank,
M_DOES_THE_VERB_FOR_'GIVE'_HAVE_SUPPLETIVE_VERB_FORMS?,grambank,
S_IS_THERE_AN_INCLUSORY_CONSTRUCTION?,grambank,
"S_IS_THERE_A_PHONOLOGICALLY_FREE_PASSIVE_MARKER_(""PARTICLE""_OR_""AUXILIARY"")?",grambank,
"S_IS_THERE_A_PHONOLOGICALLY_FREE_ANTIPASSIVE_MARKER_(""PARTICLE""_OR_""AUXILIARY"")?",grambank,
S_CAN_THE_AGENT_BE_EXPRESSED_OVERTLY_IN_A_PASSIVE_CLAUSE?,grambank,
S_IS_THERE_A_PHONOLOGICALLY_INDEPENDENT_REFLEXIVE_PRONOUN?,grambank,
S_IS_THERE_A_PHONOLOGICALLY_INDEPENDENT_NON-BIPARTITE_RECIPROCAL_PRONOUN?,grambank,
"S_ARE_THERE_MULTIPLE_PAST_OR_MULTIPLE_FUTURE_TENSES,_DISTINGUISHING_DISTANCE_FROM_TIME_OF_REFERENCE?",grambank,
M_IS_THERE_OVERT_MORPHOLOGICAL_MARKING_ON_THE_VERB_DEDICATED_TO_MOOD?,grambank,
S_ARE_THERE_SPECIAL_ADNOMINAL_POSSESSIVE_PRONOUNS_THAT_ARE_NOT_FORMED_BY_AN_OTHERWISE_REGULAR_PROCESS?,grambank,
M_CAN_AUGMENTATIVE_MEANING_BE_EXPRESSED_PRODUCTIVELY_BY_A_SHIFT_OF_GENDER/NOUN_CLASS?,grambank,
M_CAN_DIMINUTIVE_MEANING_BE_EXPRESSED_PRODUCTIVELY_BY_A_SHIFT_OF_GENDER/NOUN_CLASS?,grambank,
S_IS_SINGULAR_NUMBER_REGULARLY_MARKED_IN_THE_NOUN_PHRASE_BY_A_DEDICATED_PHONOLOGICALLY_FREE_ELEMENT?,grambank,
S_IS_DUAL_NUMBER_REGULARLY_MARKED_IN_THE_NOUN_PHRASE_BY_A_DEDICATED_PHONOLOGICALLY_FREE_ELEMENT?,grambank,
S_IS_PLURAL_NUMBER_REGULARLY_MARKED_IN_THE_NOUN_PHRASE_BY_A_DEDICATED_PHONOLOGICALLY_FREE_ELEMENT?,grambank,
S_IS_TRIAL_NUMBER_REGULARLY_MARKED_IN_THE_NOUN_PHRASE_BY_A_DEDICATED_PHONOLOGICALLY_FREE_ELEMENT?,grambank,
S_IS_PAUCAL_NUMBER_REGULARLY_MARKED_IN_THE_NOUN_PHRASE_BY_A_DEDICATED_PHONOLOGICALLY_FREE_ELEMENT?,grambank,
M_IS_THERE_A_LARGE_CLASS_OF_NOUNS_WHOSE_GENDER/NOUN_CLASS_IS_NOT_PHONOLOGICALLY_OR_SEMANTICALLY_PREDICTABLE?,grambank,
S_IS_THERE_GRAMMATICAL_MARKING_OF_DIRECT_EVIDENCE_(PERCEIVED_WITH_THE_SENSES)?,grambank,
"S_IS_THERE_GRAMMATICAL_MARKING_OF_INDIRECT_EVIDENCE_(HEARSAY,_INFERENCE,_ETC.)?",grambank,
"S_IS_THERE_AN_INTERROGATIVE_VERB_FOR_CONTENT_INTERROGATIVES_(WHO?,_WHAT?,_ETC.)?",grambank,
S_IS_THERE_A_COUNT/MASS_DISTINCTION_IN_INTERROGATIVE_QUANTIFIERS?,grambank,
S_DO_(NOMINAL)_CONTENT_INTERROGATIVES_NORMALLY_OR_FREQUENTLY_OCCUR_IN_SITU?,grambank,
S_CAN_THE_RELATIVE_CLAUSE_FOLLOW_THE_NOUN?,grambank,
S_CAN_THE_RELATIVE_CLAUSE_PRECEDE_THE_NOUN?,grambank,
S_ARE_THERE_INTERNALLY-HEADED_RELATIVE_CLAUSES?,grambank,
S_ARE_THERE_CORRELATIVE_RELATIVE_CLAUSES?,grambank,
S_ARE_THERE_NON-ADJACENT_RELATIVE_CLAUSES?,grambank,
M_IS_THERE_A_DECIMAL_NUMERAL_SYSTEM?,grambank,
M_IS_THERE_SYNCHRONIC_EVIDENCE_FOR_ANY_ELEMENT_OF_A_QUINARY_NUMERAL_SYSTEM?,grambank,
M_IS_THERE_SYNCHRONIC_EVIDENCE_FOR_ANY_ELEMENT_OF_A_VIGESIMAL_NUMERAL_SYSTEM?,grambank,
M_IS_THERE_A_BODY-PART_TALLYING_SYSTEM?,grambank,
"M_ARE_ALL_PERSON_CATEGORIES_NEUTRALIZED_IN_SOME_VOICE,_TENSE,_ASPECT,_MOOD_AND/OR_NEGATION?",grambank,
S_IS_THERE_A_CLASS_OF_PATIENT-LABILE_VERBS?,grambank,
M_DOES_THE_VERB_FOR_'SEE'_HAVE_SUPPLETIVE_VERB_FORMS?,grambank,
M_DOES_THE_VERB_FOR_'COME'_HAVE_SUPPLETIVE_VERB_FORMS?,grambank,
S_IS_THERE_ANY_ACCUSATIVE_ALIGNMENT_OF_FLAGGING?,grambank,
S_IS_THERE_ANY_ERGATIVE_ALIGNMENT_OF_FLAGGING?,grambank,
S_IS_THERE_ANY_NEUTRAL_ALIGNMENT_OF_FLAGGING?,grambank,
M_IS_THERE_A_POLITENESS_DISTINCTION_IN_2ND_PERSON_FORMS?,grambank,
S_IS_THERE_A_PREPOSED_COMPLEMENTIZER_IN_COMPLEMENTS_OF_VERBS_OF_THINKING_AND/OR_KNOWING?,grambank,
S_IS_THERE_A_POSTPOSED_COMPLEMENTIZER_IN_COMPLEMENTS_OF_VERBS_OF_THINKING_AND/OR_KNOWING?,grambank,
M_CAN_ADNOMINAL_POSSESSION_BE_MARKED_BY_A_PREFIX_ON_THE_POSSESSOR?,grambank,
M_CAN_ADNOMINAL_POSSESSION_BE_MARKED_BY_A_PREFIX_ON_THE_POSSESSED_NOUN?,grambank,
M_CAN_ADNOMINAL_POSSESSION_BE_MARKED_BY_A_SUFFIX_ON_THE_POSSESSOR?,grambank,
M_CAN_ADNOMINAL_POSSESSION_BE_MARKED_BY_A_SUFFIX_ON_THE_POSSESSED_NOUN?,grambank,
"M_CAN_MOOD_BE_MARKED_BY_A_NON-INFLECTING_WORD_(""AUXILIARY_PARTICLE"")?",grambank,
"M_CAN_ASPECT_BE_MARKED_BY_A_NON-INFLECTING_WORD_(""AUXILIARY_PARTICLE"")?",grambank,
"M_CAN_TENSE_BE_MARKED_BY_A_NON-INFLECTING_WORD_(""AUXILIARY_PARTICLE"")?",grambank,
"S_CAN_THE_S_OR_A_ARGUMENT_BE_OMITTED_FROM_A_PRAGMATICALLY_UNMARKED_CLAUSE_WHEN_THE_REFERENT_IS_INFERRABLE_FROM_CONTEXT_(""PRO-DROP""_OR_""NULL_ANAPHORA"")?",grambank,
0:Spanish-based,apics,"phylogenetic or geographical, not typological vector"
0:Dutch-based,apics,
0:Malay-based,apics,
0:Arabic-based,apics,
0:Other-based,apics,
0:Portuguese-based,apics,
0:French-based,apics,
0:English-based,apics,
0:Bantu-based,apics,
S_1:Subject-object-verb (SOV),apics,
S_1:Subject-verb-object (SVO),apics,
S_1:Object-verb-subject (OVS),apics,
S_1:Verb-subject-object (VSO),apics,
S_1:Object-subject-verb (OSV),apics,
S_1:Verb-object-subject (VOS),apics,
S_2:Possessum-possessor,apics,
S_2:Possessor-possessum,apics,
S_3:Modifying adjective precedes noun,apics,
S_3:Modifying adjective follows noun,apics,
S_4:Postpositions,apics,
S_4:Prepositions,apics,
S_4:Circumpositions,apics,
S_5:Demonstrative simultaneously before and after noun,apics,
S_5:Demonstrative word follows noun,apics,
S_5:Demonstrative word precedes noun,apics,
S_6:Numeral follows noun,apics,
S_6:Numeral precedes noun,apics,
S_7:Correlative relative clause,apics,
S_7:Adjoined relative clause,apics,
S_7:Internally-headed relative clause,apics,
S_7:Relative clause precedes noun,apics,
S_7:Relative clause follows noun,apics,
S_8:Degree word precedes adjective,apics,
S_8:Degree word precedes and follows adjective,apics,
S_8:Degree word follows adjective,apics,
S_9:Definite article is preposed,apics,
S_9:Definite article is circumposed,apics,
S_9:Definite article is postposed,apics,
S_9:The language has no definite article,apics,
S_10:The language has no indefinite article,apics,
S_10:Indefinite article is preposed,apics,
S_10:Indefinite article is postposed,apics,
S_11:Verb – adverb – object,apics,
S_11:Adverb – object – verb,apics,
S_11:Adverb – verb – object,apics,
S_11:Object – verb – adverb,apics,
S_11:Object – adverb – verb,apics,
S_11:Verb – object – adverb,apics,
S_12:Interrogative phrase initial,apics,
S_12:Interrogative phrase not initial,apics,
S_13:No gender distinctions,apics,
S_13:In 2nd person but not in 3rd person,apics,
S_13:In 3rd person singular only,apics,
S_13:In 3rd person singular and plural only,apics,
S_14:Dual form only in first person,apics,
S_14:No special dual form,apics,
S_14:Dual form in all three persons,apics,
S_15:Inclusive and exclusive differentiated,apics,
S_15:No inclusive/exclusive distinction,apics,
M_16:Syncretism between 1st and 2nd person,apics,
M_16:No person syncretism,apics,
M_16:Syncretism between 2nd and 3rd person,apics,
M_17:Only dependent subject forms,apics,
M_17:Only dependent object forms,apics,
M_17:Dependent subject and object forms,apics,
M_17:No dependent person forms,apics,
M_18:Titles used as second person forms,apics,
M_18:Multiple pronominal politeness distinction,apics,
M_18:No pronominal politeness distinction,apics,
M_18:Binary pronominal politeness distinction,apics,
S_19:Three compound expressions,apics,
S_19:Two compound expressions,apics,
S_19:One compound expression,apics,
S_19:All simple words,apics,
S_19:Four compound expressions,apics,
S_20:Inclusory pronoun plus marker plus subset NP,apics,
S_20:Singular pronoun juxtaposed with other conjunct,apics,
S_20:Inclusory pronoun juxtaposed with subset NP,apics,
S_20:Singular pronoun overtly conjoined with other conjunct,apics,
S_20:Inclusory pronoun plus numeral plus subset NP,apics,
M_21:Special indefinites,apics,
M_21:Old generic-noun-based indefinites continuing somebody/something,apics,
M_21:Generic-noun-based indefinites,apics,
M_21:Existential construction,apics,
M_21:Interrogative-based indefinites,apics,
M_22:No plural marking,apics,
M_22:Variable plural marking of human nouns,apics,
M_22:Variable plural marking of human or inanimate nouns,apics,
M_22:Invariant plural marking,apics,
S_23:Plural word preceding the noun,apics,
S_23:Plural stem change,apics,
S_23:Plural reduplication,apics,
S_23:Plural suffix,apics,duplicate with URIEL
S_23:Plural prefix,apics,
S_23:Plural tone or stress change,apics,
S_23:Plural word following the noun,apics,
S_23:Plural is not expressed overtly,apics,
S_24:Special associative plural marker identical to 3rd plural pronoun,apics,
S_24:No associative plural marker,apics,
S_24:Other special associative plural marker,apics,
S_24:Associative plural marker identical to additive plural marker,apics,
M_25:Overlap,apics,
M_25:No nominal plural word,apics,
M_25:Identity,apics,
M_25:Differentiation,apics,
S_26:No reduplication,apics,
S_26:Attenuating function,apics,
S_26:Only iconic functions,apics,
S_26:Attenuating and word-class-changing function,apics,
S_26:Word-class-changing function,apics,
M_27:Antidual,apics,
M_27:No antidual,apics,
M_28:Definite article identical to a demonstrative,apics,
M_28:Definite article distinct from demonstratives,apics,
M_28:Neither definite nor indefinite article,apics,
M_28:No definite article,apics,
M_29:No indefinite article,apics,
M_29:Neither indefinite nor definite article,apics,
"M_29:Indefinite article distinct from numeral ‘one’",apics,
"M_29:Indefinite article identical to numeral ‘one’",apics,
S_30:Singular noun phrase with definite article,apics,
S_30:Singular noun phrase  with indefinite articles,apics,
S_30:Language without definite and indefinite article,apics,
S_30:Bare plural noun phrase in languages without definite article,apics,
S_30:Singular noun phrase with adnominal possessive,apics,
S_30:Plural noun phrase with definite article,apics,
S_30:Bare singular noun phrase in languages without definite article,apics,
S_30:Bare plural noun phrase in languages with definite article,apics,
S_30:Bare singular noun phrase in languages with definite article,apics,
S_31:Co-occurrence,apics,
S_31:Demonstrative identical to definite article,apics,
S_31:No co-occurrence,apics,
S_31:No definite article exists,apics,
S_32:Different forms,apics,
S_32:Same forms,apics,
S_32:Same stem,apics,
S_33:Three-way contrast,apics,
S_33:Four-way contrast,apics,
S_33:No distance contrast,apics,
S_33:Two-way contrast,apics,
M_34:Distributivity marked by reduplication,apics,
M_34:No special adjacent distributive numerals,apics,
M_35:All ordinal numerals are suppletive,apics,
M_35:Other solutions,apics,
"M_35:Cardinal and ordinal numerals are identical except for ‘one’ and ‘first’",apics,
M_35:Ordinal numerals do not exist,apics,
M_35:All ordinal numerals are synchronically derived from cardinal numerals,apics,
M_35:First,apics,
M_35:All ordinal numerals are synchronically derived from cardinal numeral,apics,
M_35:'First' is suppletiv,apics,
M_36:The language has no numeral classifiers,apics,
M_36:The language has numeral classifiers,apics,
M_37:Adpositional phrase preceding the possessum,apics,
M_37:Preceding word,apics,
M_37:Following word,apics,
M_37:Suffix,apics,
M_37:Prefix,apics,
M_37:Adpositional phrase following the possessum,apics,
M_38:Person-indexing on possessum,apics,
M_38:Adpositional or case marking of possessor,apics,
M_38:No marking,apics,
S_39:Special pronoun form,apics,
S_39:Special preposition plus pronoun,apics,
S_39:Special word plus dependent pronominal possessor,apics,
S_39:Identical to dependent pronominal possessor,apics,
S_40:All adjectives agree with the noun,apics,
S_40:Many adjectives agree with the noun,apics,
S_40:Only few adjectives agree with the noun,apics,
S_40:No adjective agrees with the noun,apics,
M_41:Adjective is not marked,apics,
M_41:Adjective is marked,apics,
M_42:Standard is not overtly marked,apics,
M_42:Locational plus particle marking,apics,
M_42:Secondary surpass marking,apics,
M_42:Conjoined marking,apics,
M_42:Primary surpass marking,apics,
M_42:Locational marking,apics,
M_42:Particle marking,apics,
S_43:Immediately following the verb,apics,
S_43:In a rightward position,apics,
S_43:In a leftward position,apics,
S_43:No TAM markers,apics,
S_43:Immediately preceding the verb,apics,
S_44:Tense-Mood-Aspect,apics,
S_44:The feature does not apply,apics,
S_44:Mood-Tense-Aspect,apics,
S_44:Tense-Aspect-Mood,apics,
M_45:Affix,apics,
M_45:No overt past marker exists,apics,
M_45:Particl,apics,
M_46:Affix,apics,
M_46:Particl,apics,
M_46:No overt progressive marker,apics,
S_47:No overt progressive marker,apics,
S_47:Progressive and future,apics,i want to put semantics here
S_47:Progressive and habitual,apics,
S_47:Only progressive function,apics,
S_47:Progressiv,apics,
S_47:Progressive and current state,apics,
S_48:Habitual and current state,apics,
S_48:Habitua,apics,
S_48:Habitual and progressive,apics,
S_48:Only habitual function,apics,
S_48:No overt habitual marker,apics,
S_48:Habitual and future,apics,
M_49:Purely temporal system,apics,
M_49:No or only one tense or aspect marker,apics,
M_49:Purely aspectual system,apics,
M_49:Mixed aspectual-temporal system,apics,
S_50:Same TAM marking in negated clauses,apics,
S_50:Different TAM marking in negated clauses,apics,
S_50:No TAM marker,apics,
S_50:Reduced TAM marking in negated clauses,apics,
S_50:Reduced and different TAM marking in negated clauses,apics,
S_51:The language has no or only one TAM marker,apics,
S_51:Stative verbs with present reference and dynamic verbs with past perfective reference are marked with the same overt marker,apics,
S_51:Stative verbs with present reference and dynamic verbs with past perfective reference are both unmarked,apics,
S_51:Stative verbs with present reference and dynamic verbs with past perfective reference are marked differently,apics,
S_52:No aspect markers,apics,semantics
S_52:Inchoative expressed by progressive and completive markers,apics,
S_52:No inchoative meaning with aspect markers,apics,
S_52:Inchoative expressed by progressive marker,apics,
S_52:Inchoative expressed by completive marker,apics,
S_53:Aspect change in verb chains is possible,apics,
S_53:Verb chaining does not exist,apics,
S_53:Aspect change in verb chains is not possible,apics,
M_54:Strong suppletion according to both tense and aspect,apics,
M_54:Weak suppletion according to aspect only,apics,
M_54:No suppletion according to tense or aspect,apics,
M_54:Strong suppletion according to aspect only,apics,
M_54:Strong suppletion according to tense only,apics,
M_54:Weak suppletion according to tense only,apics,
S_55:No ability verb,apics,semantics
S_55:Ability verb cannot express epistemic possibility,apics,
S_55:Ability verb also expresses epistemic possibility,apics,
S_56:Normal imperative construction and special negator,apics,
S_56:Special imperative construction and normal negator,apics,
S_56:Special imperative construction and special negator,apics,
S_56:Normal imperative construction and normal negator,apics,
S_57:No marking of patient NPs,apics,
S_57:Only definite and animate patient NPs are marked,apics,
S_57:Only animate patient NPs are marked,apics,
S_57:Only definite patient NPs are marked,apics,
S_57:All patient NPs are marked,apics,
S_58:Neutral alignment,apics,
S_58:Accusative alignment,apics,
S_58:Ergative alignment,apics,
S_59:Accusative alignment,apics,
S_59:Neutral alignment,apics,
S_60:Indirect-object construction,apics,
S_60:Secondary-object construction,apics,
S_60:Double-object construction,apics,
S_61:Subject – theme – recipient - verb,apics,
S_61:Other recipient – theme,apics,
S_61:Other theme – recipient,apics,
S_61:Subject – recipient – theme – verb,apics,
S_61:Subject – verb – theme – recipient,apics,
S_61:Verb-initial theme – recipient,apics,
S_61:Subject – verb – recipient – theme,apics,
S_61:Verb-initial recipient – theme,apics,
M_62:Obligatory pronoun words,apics,
M_62:Mixed behaviour of pronominal subjects,apics,
M_62:Subject pronouns in different position,apics,
M_62:Optional pronoun words,apics,
M_62:Pronoun affixes,apics,
S_63:An expletive subject is not used,apics,
S_63:An expletive subject is used,apics,
S_63:'There is no 'seem' construction,apics,
S_64:An expletive subject is not used,apics,
S_64:An expletive subject is used,apics,
S_65:Rains,apics,
S_65:Rain exists,apics,
S_65:Rain falls,apics,
S_65:It rains,apics,
S_65:Rain rains,apics,
S_65:It gives rain,apics,
S_66:Body-part is subject,apics,
S_66:Pain is subject,apics,
S_66:Experiencer is subject,apics,
S_66:Experiencer is dative,apics,
S_66:Incorporated body-part noun,apics,
S_67:Both experiencer and stimulus are objects,apics,
S_67:Experiencer is dative,apics,
S_67:Experiencer is subject,apics,
S_67:Experiencer is object,apics,
S_68:Experiencer is dative,apics,
S_68:Body-part is subject,apics,
S_68:'Fear' is subjec,apics,
S_68:Experiencer is subjec,apics,
S_69:Non-serial verb,apics,
S_69:Adposition,apics,
S_69:Unmarked noun phrase,apics,
S_69:Case marker,apics,
S_69:Serial verb,apics,
S_70:Differentiation,apics,
S_70:Overlap,apics,
S_70:Identity,apics,
S_71:Identity,apics,
S_71:Differentiation,apics,
S_71:Overlap,apics,
S_72:Differentiation,apics,
S_72:Identity and differentiation,apics,
S_72:Identit,apics,
S_72:Overlap,apics,
S_73:Invariant copula,apics,
S_73:Variable copula,apics,
S_73:No copula,apics,
S_74:Invariant copula,apics,
S_74:No copula,apics,
S_74:Variable copula,apics,
S_75:Invariant copula,apics,
S_75:No copula,apics,
S_75:Variable copula,apics,
S_76:Identity and differentiation,apics,
S_76:Overlap,apics,
S_76:Identity,apics,
S_76:Differentiation,apics,
S_77:Transitive,apics,
S_77:Topic,apics,
S_77:Comitative,apics,
S_77:Locational,apics,
S_77:Genitive,apics,
S_78:Overlap,apics,
S_78:Differentiation,apics,
S_78:No transitive possession verb,apics,
S_78:Identity,apics,
S_79:Case,apics,
S_79:Postpostion,apics,
S_79:Preposition,apics,
S_79:Serial verb plus preposition,apics,
S_79:Serial verb,apics,
S_79:Circumposition,apics,
